title,description,street,city,state,postal_code,country,lat,lng,phone,fax,email,website,description_2,marker_id,is_disabled,open_hours,countries,states,logo_name,categories,order
Airgas,,"115 E 19th Ave",Cordele,GA,31015,"United States",31.960663,-83.7811937,"(229) 273-2566",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,16
Airgas,,"3404 US Highway 41 S",Tifton,GA,31794,"United States",31.4079602,-83.4982313,"(229) 382-5174",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,17
Airgas,,"1220 Gillionville Rd",Albany,GA,31707,"United States",31.58068219999999,-84.1864942,"(229) 432-0536",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,18
Airgas,," 2695 Broadway",Macon,GA,31206,"United States",32.8118662,-83.64078669999999,"(478) 788-0426",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,21
Airgas,,"215 N College St",Thomasville,GA,31792,"United States",30.8300551,-83.9898436,"(229) 226-3893",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,20
Airgas,,"3129 5th Ave",Columbus,GA,31904,"United States",32.4933031,-84.986975,"(706) 322-8718",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,22
Airgas,,"950 Dale Rd",Eufaula,AL,36027,"United States",31.8814318,-85.1527571,"(334) 687-9600",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Alabama,,Lab|Industrial,23
Airgas,,"835 S Saint Augustine Rd",Valdosta,GA,31601,"United States",30.8105135,-83.29499659999999,"(229) 242-3553",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,24
Airgas.com,,"422 Waco Dr",Sandersville,GA,31082,"United States",32.9557081,-82.8036719,"(478) 552-6016",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,25
Airgas,,"985 Memorial Dr",Griffin,GA,30223,"United States",33.2415208,-84.2478414,"(770) 229-5144",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,26
Airgas,,"103 Lee Ave ",Waycross,GA,31501,"United States",31.2122202,-82.3534537,"(912) 285-3681",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,27
Airgas.com,,"498 Ross Clark Cir",Dothan,AL,36303,"United States",31.2401093,-85.36791869999999,,,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Alabama,,Lab|Industrial,28
Airgas,,"73 Millard Farmer Industrial Blvd ",Newnan,GA,30263,"United States",33.3998434,-84.7664399,"(770) 251-5420",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Georgia,,Lab|Industrial,29
Airgas,,"200 E 3rd St",Williamsport,PA,17701,"United States",41.2426148,-76.9979816,"(570) 505-1979 ",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,30
Airgas,,"606 E College Ave","Pleasant Gap",PA,16823,"United States",40.8797217,-77.7239931,"(814) 359-4234",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,31
Airgas,,"33 Bridge St",Corning,NY,14830,"United States",42.1494437,-77.0610111,"(607) 936-4197",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States","New York",,Lab|Industrial,32
Airgas,,"1200 Sullivan St",Elmira,NY,14901,"United States",42.1106185,-76.8029798,"(607) 733-6527",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States","New York",,Lab|Industrial,33
Airgas,,"734 Can Do Exp",Hazleton,PA,18202-3173,"United States",40.9584181,-75.97464719999999,"(570) 454-1202",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,34
Airgas,,"2 Earl St","Schuylkill Haven",PA,17972,"United States",40.6379233,-76.1622972,"(570) 385-0636",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,35
Airgas,,"579 Market St",Kingston,PA,18704,"United States",41.2602328,-75.8950121,"(570) 288-3828",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,36
Airgas,,"2635 Sycamore St",Harrisburg,PA,17111,"United States",40.2539935,-76.8430243,"(717) 238-5520",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,37
Airgas,,"121 Garrison Ln",Carlisle,PA,17013-2014,"United States",40.2049295,-77.1779476,717-249-6221,,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,37
Airgas,,"31 N 12th St",Lebanon,PA,17042,"United States",40.3394886,-76.4315878,"(717) 272-0647",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,38
Airgas,,"880 Beaver Dr","Du Bois",PA,15801,"United States",41.1201921,-78.7362181,"(814) 371-1617",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,39
Airgas,,"1237 Mid Valley Dr",Jessup,PA,18434,"United States",41.4622761,-75.5722002,"(570) 383-3687",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,40
Airgas,,"702 N Sherman St",York,PA,17402,"United States",39.9773716,-76.7109466,"(717) 854-7085",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,41
Airgas,,"732 Tulpehocken St",Reading,PA,19601,"United States",40.3466115,-75.9440106,"(610) 374-2137",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,42
Airgas,,"509 N 1st St",Olean,NY,14760,"United States",42.0857089,-78.43176199999999,"(716) 372-4265",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States","New York",,Lab|Industrial,43
Airgas,,"315 N Albermarle St",York,PA,17403-1274,"United States",39.97485,-76.708829,"(717) 848-6224",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,44
Airgas,,"20 Prestige Ln",Lancaster,PA,17603-4075,"United States",40.0458261,-76.39822769999999,717-397-1312,,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,45
Airgas,,"643 Upper Court St",Binghamton,NY,13904,"United States",42.1042685,-75.8500315,"(607) 775-2037",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,46
Airgas,,"10140 Hornell Rd",Dansville,NY,14437,"United States",42.5419473,-77.6955286,"(585) 335-3784",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States","New York",,Lab|Industrial,46
Airgas,,"1701 East Race Street",Allentown,PA,18109,"United States",40.6604522,-75.4382054,"(610) 266-1503",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,47
Airgas,,"475 W High St",Pottstown,PA,19464,"United States",40.2491419,-75.673037,"(610) 326-0160",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,49
Airgas,,"5397 W Lincoln Hwy",Parkesburg,PA,19365-1785,"United States",39.9866971,-75.9607932,"(717) 442-8300",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,50
Airgas,,"1370 Industry Rd",Hatfield,PA,19440-3241,"United States",40.26290669999999,-75.2849059,"(215) 822-9110",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,51
Airgas,,"372 E Church Rd","King of Prussia",PA,19406,"United States",40.0903266,-75.3454538,"(610) 272-8895",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Pennsylvania,,Lab|Industrial,52
Airgas,,"669 South Pioneer Rd","Fond du Lac",WI,54935,"United States",43.7629908,-88.47208549999999,"(920) 921-7650",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,53
Airgas,,"8259 N Crystal Lake Rd","Beaver Dam",WI,53916,"United States",43.49146349999999,-88.8122303,"(920) 887-3260",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,54
Airgas,,"3400 N Executive Dr",Appleton,WI,54911,"United States",44.2943799,-88.3586129,"(920) 734-7173",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,55
Airgas,,"4509 Gateway Dr",Sheboygan,WI,53081,"United States",43.7038316,-87.750845,"(920) 452-7100",,,http://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,56
"Airgas ",,"4101 Robertson Rd","Madison ",WI,53714,"United States",43.0924446,-89.31345250000001,"(608) 241-1440",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,57
Airgas,,"4128 Clipper Dr",Manitowoc,WI,54220,"United States",44.0850582,-87.6999409,"(920) 682-0251",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,58
Airgas,,"11927 W Silver Spring Dr",Milwaukee,WI,53225,"United States",43.1164706,-88.0613065,"(414) 527-4500",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,59
Airgas,,"12130 W Adler Ln","West Allis",WI,53214,"United States",43.0289933,-88.0643848,"(414) 258-8971",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,60
Airgas,,"1310 Ontario Rd","Green Bay",WI,54311,"United States",44.4769279,-87.92865429999999,"(920) 465-1700",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,61
Airgas,,"1930 32nd St","Wisconsin Rapids",WI,54494,"United States",44.4052146,-89.7860116,"(715) 421-0336",,,https://www.airgas.com,,1,0,"mon=09:30 AM - 06:30 PM|tue=09:30 AM - 06:30 PM|wed=09:30 AM - 06:30 PM|thu=09:30 AM - 06:30 PM|fri=09:30 AM - 06:30 PM|sat=09:30 AM - 06:30 PM|sun=09:30 AM - 06:30 PM","United States",Wisconsin,,Lab|Industrial,62
